school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,18,Urban,GT3,T,Primary,Middle,other,other,course,father,1,20,1,0,1,0,1,1,1,1,1,Neutral,High,High,Low,Medium,Very Good,9,9,8,8
MS,M,15,Urban,GT3,T,Secondary,Primary,other,services,home,mother,2,10,0,0,1,0,0,1,1,0,0,Neutral,Low,Medium,Very Low,Medium,Good,0,10,9,11
MS,F,16,Rural,GT3,T,Middle,Middle,other,services,course,father,3,20,0,0,1,0,1,1,1,1,0,Excellent,Medium,High,Very Low,Very Low,Bad,1,14,13,14
MS,M,15,Urban,GT3,T,Middle,Middle,health,other,reputation,mother,3,10,0,0,0,0,0,1,1,0,0,Good,Medium,Medium,Very Low,Low,Good,1,13,12,13
MS,M,16,Urban,GT3,T,Higher,Higher,other,teacher,course,father,1,20,0,0,1,0,1,1,1,0,1,Good,Medium,Very Low,Very Low,Very Low,Average,0,13,12,13
MS,F,15,Rural,GT3,T,Secondary,Secondary,services,other,reputation,mother,1,20,0,0,1,0,0,1,1,1,1,Good,Very High,High,Very Low,Very Low,Very Bad,4,13,12,12
MS,F,16,Rural,GT3,T,Middle,Middle,at_home,other,course,mother,2,20,1,0,1,0,1,0,1,0,0,Good,High,High,Low,Medium,Very Good,2,12,11,12
MS,F,16,Rural,LE3,T,Middle,Middle,other,other,home,father,3,10,0,0,1,0,1,1,1,0,1,Good,Medium,Low,Very Low,Very Low,Good,0,14,14,16
MS,M,16,Urban,LE3,T,Middle,Primary,at_home,services,course,mother,2,10,0,0,1,0,1,1,1,1,0,Bad,High,Medium,Low,Medium,Good,4,10,8,10
MS,M,15,Rural,LE3,T,Primary,Secondary,at_home,other,reputation,father,3,10,0,0,1,0,1,1,1,1,0,Good,Low,High,Medium,Very High,Average,2,10,11,11
MS,F,15,Urban,GT3,T,Middle,Middle,other,services,course,mother,2,30,0,0,1,0,1,1,1,0,0,Excellent,Medium,Low,Very Low,Very Low,Good,0,12,13,14
MS,F,16,Rural,LE3,T,Middle,Primary,other,other,home,mother,1,10,0,0,1,0,0,1,1,1,1,Excellent,High,Medium,Very Low,Very Low,Very Good,2,10,8,8
MS,M,15,Urban,GT3,T,Secondary,Secondary,services,services,course,father,2,10,0,0,1,0,1,0,1,1,0,Good,Medium,Medium,Low,High,Average,11,12,10,11
MS,F,16,Rural,GT3,T,Primary,Primary,at_home,other,course,father,2,20,3,1,1,0,0,1,1,0,0,Neutral,High,Medium,Very Low,Very Low,Very Bad,0,7,7,8
MS,F,17,Urban,GT3,T,Middle,Middle,other,at_home,course,mother,1,10,0,0,1,0,1,1,0,0,0,Good,Very High,Medium,Very Low,Very Low,Very Good,4,9,9,10
MS,F,19,Urban,GT3,T,Middle,Secondary,at_home,services,course,other,1,10,1,0,0,0,0,1,0,1,1,Good,High,High,Very Low,Very Low,Bad,0,9,9,10
MS,F,17,Rural,GT3,T,Middle,Primary,at_home,other,course,mother,3,10,0,0,1,0,1,1,0,0,1,Excellent,Very High,Medium,Very Low,Very Low,Average,2,9,10,11
MS,F,15,Rural,LE3,T,Primary,Primary,at_home,other,course,mother,2,10,0,0,1,0,0,1,0,0,1,Excellent,Low,Very Low,Very Low,Medium,Good,0,9,10,9
MS,F,16,Rural,GT3,T,Middle,Middle,other,other,course,father,3,20,0,0,1,0,0,1,0,1,0,Neutral,High,Very High,Very Low,Low,Very Bad,1,9,10,11
MS,F,16,Urban,LE3,A,Middle,Middle,other,other,home,mother,1,10,0,0,1,0,0,1,0,0,0,Good,Medium,High,Very Low,Low,Very Bad,6,7,7,8
MS,F,17,Rural,GT3,T,Middle,Middle,at_home,other,course,mother,2,20,0,0,1,0,0,1,1,1,0,Good,Medium,Very High,Very Low,Low,Good,0,11,10,11
MS,F,16,Urban,GT3,T,Middle,Middle,other,services,course,father,1,10,1,0,1,1,1,0,1,1,0,Good,High,Medium,Very Low,High,Average,1,9,10,10
MS,F,18,Rural,LE3,A,Secondary,Middle,other,other,course,other,2,30,2,0,1,0,0,0,0,0,1,Neutral,Medium,Low,Very Low,Very Low,Bad,6,7,9,10
MS,F,19,Urban,GT3,T,Primary,Primary,at_home,services,course,mother,1,30,1,0,0,0,1,1,0,0,1,Excellent,Medium,Very Low,Very Low,Very Low,Average,6,7,9,9
MS,M,18,Rural,GT3,T,Primary,Primary,other,other,home,mother,2,10,1,0,0,0,1,1,0,1,0,Good,High,Medium,Medium,High,Good,0,8,9,10
MS,F,18,Rural,GT3,T,Primary,Primary,at_home,at_home,course,mother,2,10,1,0,0,0,0,0,0,1,1,Neutral,Low,Medium,Very Low,Very Low,Bad,4,9,11,10
MS,F,19,Urban,GT3,T,Primary,Primary,other,other,course,other,2,20,1,0,1,0,0,1,1,1,1,Very Bad,Very Low,High,High,Very Low,Very Bad,12,7,8,9
MS,F,16,Rural,GT3,A,Middle,Middle,health,other,course,mother,1,20,0,0,0,0,0,0,1,0,1,Neutral,Medium,Low,Very Low,Very Low,Average,2,8,10,10
MS,F,17,Urban,GT3,T,None,Primary,other,at_home,course,father,2,10,0,0,0,0,1,0,1,0,0,Bad,High,High,Medium,Very High,Very Good,5,9,9,10
MS,F,16,Rural,LE3,T,Primary,Middle,at_home,other,course,mother,1,20,0,0,0,0,1,1,0,1,0,Good,High,Very High,Very Low,Medium,Average,0,8,9,9
MS,F,16,Urban,GT3,T,Secondary,Secondary,other,other,reputation,mother,1,10,0,0,0,0,1,1,0,1,1,Good,Very High,High,Very Low,Very Low,Good,0,14,13,13
MS,F,16,Rural,LE3,T,Primary,Primary,services,services,home,mother,1,10,0,0,1,0,1,1,1,1,1,Good,High,High,Low,Low,Good,2,14,14,14
MS,M,17,Urban,GT3,T,Secondary,Secondary,services,at_home,course,mother,2,40,1,0,1,1,1,1,1,0,0,Excellent,High,Very High,Medium,High,Very Good,0,10,11,10
MS,F,16,Urban,GT3,T,Middle,Primary,other,services,course,mother,1,20,0,0,1,0,1,1,1,1,0,Excellent,Medium,Medium,Very Low,Very Low,Very Bad,0,14,13,14
MS,F,16,Urban,GT3,T,Middle,Middle,services,other,course,mother,1,10,0,0,1,1,1,1,1,0,1,Good,Low,Very High,Very Low,Low,Very Good,0,17,16,16
MS,M,17,Urban,GT3,T,Primary,Middle,other,other,course,father,1,10,1,0,1,0,1,1,0,1,1,Excellent,Medium,Very High,Very High,Very High,Very Bad,12,6,7,7
MS,M,16,Urban,LE3,T,Higher,Secondary,other,other,course,father,1,10,0,0,0,0,1,1,1,1,0,Good,Low,Very High,Very Low,Very High,Very Good,8,14,12,13
MS,M,17,Rural,LE3,T,Middle,Middle,services,services,other,mother,3,40,1,0,1,0,0,1,1,0,0,Very Bad,Medium,Very High,Medium,Very High,Average,2,10,8,9
MS,F,16,Urban,GT3,T,Primary,Primary,other,other,course,other,1,40,0,1,1,0,1,1,1,1,0,Bad,Low,Very Low,Very Low,Very Low,Very Good,0,14,14,14
MS,F,19,Urban,LE3,T,Middle,Middle,other,other,home,mother,1,30,0,0,0,0,0,1,1,1,1,Excellent,High,Very High,Very Low,Very Low,Very Bad,0,12,13,13
MS,F,17,Rural,GT3,T,Primary,Primary,at_home,other,reputation,mother,2,10,0,0,1,0,1,0,1,1,1,Good,High,Very High,Very Low,Low,Very Good,0,11,11,11
MS,F,20,Urban,GT3,T,Secondary,Secondary,at_home,services,other,mother,2,20,1,0,0,0,1,1,1,1,1,Neutral,Medium,High,Low,High,Average,8,11,9,10
MS,F,17,Urban,LE3,T,Primary,Primary,other,services,course,father,1,30,0,0,1,0,0,1,1,0,1,Good,Medium,Medium,Very Low,Very Low,Average,0,11,11,10
MS,M,17,Rural,GT3,T,Middle,Middle,other,other,course,mother,3,10,1,0,1,0,0,0,1,1,0,Good,High,Very High,Very Low,Low,Very Good,0,10,9,9
MS,F,16,Rural,LE3,T,Primary,Primary,at_home,other,course,father,3,20,0,0,1,0,0,1,1,0,0,Excellent,Medium,Low,Very Low,Very Low,Very Bad,0,16,17,18
MS,F,17,Rural,GT3,T,Middle,Middle,other,other,reputation,mother,2,20,0,0,1,0,1,1,1,0,0,Excellent,Medium,Low,Very Low,Very Low,Very Bad,0,15,17,17
MS,F,17,Urban,GT3,A,Primary,None,other,other,other,mother,2,20,0,0,0,0,0,1,1,1,1,Good,High,Very High,Very Low,Very Low,Good,1,11,9,10
MS,F,18,Rural,GT3,T,Primary,Primary,at_home,other,other,mother,1,20,1,0,1,0,0,1,1,1,1,Good,Medium,Low,Very Low,Very Low,Very Good,9,7,7,7
MS,F,16,Urban,GT3,T,Secondary,Primary,other,other,course,mother,1,10,0,0,0,0,1,1,1,1,0,Neutral,Very Low,Medium,Very Low,Medium,Very Bad,0,8,6,8
MS,F,16,Urban,GT3,T,Secondary,Middle,services,at_home,course,mother,1,10,0,0,0,0,0,1,1,1,0,Neutral,Very Low,Medium,Very Low,High,Average,2,7,6,7
MS,F,18,Urban,LE3,T,Primary,Primary,other,at_home,reputation,mother,2,20,0,1,0,0,0,1,1,0,0,Bad,Medium,Very High,Very Low,High,Average,8,9,8,10
MS,F,16,Rural,GT3,T,Higher,Higher,health,teacher,reputation,father,1,20,0,0,0,0,1,0,1,1,1,Good,Medium,Medium,Low,Medium,Bad,0,14,16,16
MS,F,16,Rural,LE3,T,Primary,Middle,other,other,reputation,mother,2,10,0,0,0,0,1,1,1,1,0,Excellent,High,Very High,Very Low,High,Bad,0,14,14,15
MS,F,18,Urban,GT3,A,Middle,Higher,other,services,reputation,father,1,20,1,0,1,0,0,1,1,1,0,Bad,Medium,Low,Very Low,Medium,Very Bad,8,8,5,8
MS,M,16,Rural,GT3,T,Middle,Primary,other,services,reputation,mother,2,20,0,0,0,0,1,1,1,1,0,Excellent,Low,Very Low,Very Low,Very Low,Bad,0,8,7,0
MS,F,16,Urban,LE3,T,Primary,Primary,at_home,other,other,mother,3,20,0,0,1,0,0,1,1,1,0,Good,Medium,Low,Very Low,Medium,Very Good,6,6,8,8
MS,F,16,Rural,GT3,T,Middle,Secondary,at_home,services,other,mother,2,20,0,0,1,0,1,1,1,1,0,Neutral,Medium,Medium,Very Low,Very Low,Bad,0,8,10,10
MS,F,16,Urban,GT3,T,Higher,Higher,health,health,course,mother,1,20,0,0,1,0,0,1,1,1,1,Good,Medium,High,Very Low,Low,Average,4,8,8,8
MS,M,18,Urban,LE3,T,Higher,Higher,at_home,health,home,mother,1,40,0,0,1,0,1,1,0,1,1,Excellent,Very High,Very High,Very High,Very High,Very Good,2,5,6,6
MS,F,16,Rural,LE3,T,Secondary,Higher,at_home,other,other,mother,3,20,0,0,1,0,0,0,1,0,0,Good,Low,Very Low,Very Low,Very Low,Bad,2,7,9,8
MS,M,17,Urban,LE3,T,Higher,Higher,other,services,home,mother,1,30,0,0,1,0,0,1,1,1,0,Good,High,Medium,Very Low,Low,Very Good,0,15,14,16
MS,F,17,Rural,GT3,T,Higher,Primary,other,other,other,mother,1,10,0,0,0,0,0,1,1,1,1,Good,Low,Medium,Very Low,Low,Very Good,1,13,14,14
MS,M,16,Urban,LE3,T,Middle,Middle,services,services,other,mother,4,30,0,0,0,0,0,1,1,0,0,Excellent,Very Low,Medium,Low,Low,Average,0,10,9,10
MS,F,17,Rural,GT3,T,Middle,Middle,at_home,other,other,mother,1,10,0,0,1,1,0,1,1,1,0,Excellent,Very Low,Medium,Very Low,Low,Very Good,5,9,9,9
MS,F,16,Urban,LE3,T,Higher,Higher,services,services,other,father,2,10,0,0,1,0,0,1,1,0,0,Excellent,Very Low,Medium,Very Low,Low,Very Good,1,11,11,11
MS,M,17,Urban,GT3,T,Secondary,Secondary,services,services,home,mother,1,10,0,0,1,0,1,1,1,1,0,Good,Very Low,High,Very High,Very High,Average,8,7,10,9
MS,M,17,Urban,GT3,T,Primary,Primary,at_home,services,other,mother,3,20,0,0,0,0,0,1,1,1,1,Excellent,Very Low,Medium,Medium,Medium,Very Bad,0,10,10,10
MS,M,16,Urban,GT3,T,Middle,Primary,health,services,other,mother,2,20,0,0,0,0,0,0,1,1,1,Good,Low,Low,Very Low,High,Very Good,2,9,7,8
MS,F,16,Urban,LE3,T,Middle,Primary,other,services,other,mother,1,20,0,0,0,0,0,1,1,1,1,Neutral,Low,Low,Very Low,Very Low,Average,0,14,15,16
MS,M,16,Urban,LE3,T,Higher,Higher,teacher,health,other,father,1,10,0,0,1,0,0,1,1,1,0,Good,Very Low,Low,Low,Very High,Very Good,0,11,12,12
MS,M,15,Rural,GT3,T,Primary,Middle,other,services,course,mother,3,20,0,0,1,0,1,1,1,0,0,Excellent,Very High,Very High,Very Low,Medium,Very Good,11,9,11,10
MS,M,15,Urban,LE3,A,Middle,Middle,other,other,reputation,mother,3,40,0,0,1,0,1,1,1,0,0,Excellent,High,Very High,Low,Medium,Very Good,8,13,14,14
MS,M,15,Urban,LE3,A,Middle,Primary,services,services,course,mother,1,10,0,0,0,0,1,1,1,1,0,Good,Medium,Medium,Very Low,Low,Very Good,11,12,13,12
MS,F,16,Rural,LE3,T,Middle,Middle,other,other,course,mother,1,30,0,0,1,0,0,0,1,0,1,Good,Medium,Medium,Low,Low,Very Good,2,11,11,11
MS,F,16,Urban,LE3,T,Higher,Primary,other,other,home,mother,2,20,0,0,1,0,1,1,1,1,0,Very Bad,Low,High,Low,Low,Very Bad,8,9,10,10
MS,F,17,Urban,GT3,T,Secondary,Middle,at_home,other,home,mother,2,10,0,0,0,0,0,1,1,0,1,Good,Medium,Medium,Low,Low,Very Bad,5,9,11,11
MS,F,17,Rural,GT3,T,Middle,Middle,other,other,other,mother,2,20,0,1,0,1,0,1,1,0,0,Excellent,Very Low,Medium,Very Low,Very Low,Very Good,0,11,9,11
MS,F,16,Urban,GT3,T,Higher,Higher,teacher,services,course,mother,2,30,0,0,1,0,0,1,1,1,1,Excellent,Medium,Very High,Very Low,High,Very Good,1,10,11,12
MS,M,17,Rural,GT3,T,Higher,Higher,health,other,course,father,3,10,3,0,0,0,1,1,1,1,1,Neutral,Medium,Medium,Very Low,Medium,Very Good,2,9,9,8
MS,M,17,Rural,LE3,T,Primary,Secondary,other,other,course,father,2,10,0,0,0,0,1,1,1,0,1,Excellent,Very Low,Low,Medium,Medium,Very Good,2,12,11,12
MS,M,17,Urban,GT3,T,Secondary,Higher,services,other,other,mother,1,20,1,0,1,0,1,0,1,1,1,Excellent,High,High,Medium,High,Very Good,8,8,9,8
MS,F,17,Urban,GT3,T,Higher,Higher,health,health,course,father,1,20,0,0,1,0,0,1,1,1,0,Excellent,Low,Very High,Very Low,Very Low,Very Good,0,13,15,16
MS,M,16,Rural,LE3,T,Higher,Primary,other,at_home,other,father,1,10,0,0,0,0,0,1,1,1,0,Good,Very Low,Low,Low,Very Low,Bad,0,10,11,11
MS,F,17,Urban,GT3,A,Primary,Primary,at_home,at_home,other,mother,1,20,0,0,0,0,1,1,1,1,1,Good,Very High,Very High,Very Low,Low,Average,2,11,10,11
MS,F,17,Rural,GT3,T,Higher,Middle,other,other,course,mother,2,20,0,1,1,0,0,0,1,1,0,Good,Medium,Medium,Low,Medium,Very Good,0,17,18,18
MS,M,16,Urban,LE3,A,Middle,Middle,other,services,course,father,2,20,0,0,1,0,0,0,1,1,1,Good,Very Low,Low,Low,Low,Very Good,0,12,13,13
MS,M,17,Urban,GT3,T,Secondary,Middle,other,other,other,father,2,20,0,0,1,1,0,1,1,1,0,Good,Very Low,Low,Low,Low,Very Bad,0,13,14,13
MS,M,19,Urban,GT3,T,Primary,Primary,other,other,other,mother,1,20,2,0,1,0,1,1,0,1,0,Good,High,Medium,Medium,High,Good,2,9,9,10
MS,M,17,Urban,LE3,A,Primary,None,other,other,home,mother,1,10,0,0,0,0,0,1,1,0,1,Good,Very Low,Low,Very Low,Very Low,Very Good,4,11,11,12
MS,F,17,Rural,GT3,T,Primary,Primary,at_home,at_home,course,father,2,10,0,0,1,0,1,1,0,1,1,Neutral,Very High,Very High,Low,Low,Good,3,10,11,10
MS,F,16,Rural,GT3,T,Primary,Middle,other,other,home,father,1,30,0,1,1,0,0,0,1,1,1,Good,Medium,High,Very Low,Very Low,Average,5,13,14,13
MS,M,16,Rural,LE3,T,Primary,Middle,other,at_home,course,mother,1,10,0,0,0,0,0,1,1,0,0,Good,High,High,Low,High,Very Good,4,9,10,11
MS,F,17,Rural,GT3,T,Secondary,Primary,other,other,course,mother,2,20,3,0,1,0,1,0,1,1,1,Excellent,High,High,Very Low,Very Low,Very Good,2,7,9,10
MS,M,17,Rural,GT3,T,Middle,Middle,other,other,course,mother,2,10,0,0,0,0,1,1,0,0,1,Excellent,Very High,Very High,Medium,Very High,Very Good,0,8,13,10
MS,M,18,Rural,GT3,T,Primary,None,at_home,at_home,course,other,3,10,1,1,1,0,0,1,1,0,0,Good,Medium,Low,Very Low,Very Low,Good,0,12,12,13
MS,M,17,Rural,GT3,T,Primary,Primary,other,services,course,mother,2,10,0,0,1,0,1,0,1,1,1,Good,Very High,Very High,Very Low,Medium,Bad,0,10,9,10
MS,M,18,Urban,LE3,T,Primary,Primary,at_home,at_home,course,mother,2,20,0,0,1,0,1,1,1,0,0,Good,Medium,Medium,Very Low,High,Very Good,6,10,9,10
MS,F,16,Rural,LE3,T,Middle,Middle,other,services,course,father,1,20,0,0,0,0,1,1,1,0,1,Excellent,High,Medium,Very Low,Very Low,Very Bad,0,11,13,12
MS,M,17,Urban,GT3,T,Middle,Middle,other,other,course,mother,1,10,1,0,0,0,1,1,1,0,1,Very Bad,Low,Very Low,Low,Medium,Very Good,0,7,0,0
MS,M,16,Rural,GT3,T,Secondary,Middle,services,other,course,father,2,10,0,0,0,0,0,1,1,1,0,Good,Very High,Very High,Low,Medium,Very Good,2,11,9,10
MS,M,16,Rural,LE3,T,Primary,Primary,at_home,other,course,mother,2,10,0,0,0,0,1,1,1,1,0,Good,Very High,Very High,Low,High,Very Good,0,10,10,9
MS,M,18,Rural,GT3,T,Primary,Primary,services,other,course,other,2,10,1,0,1,0,0,1,0,1,1,Excellent,Medium,Medium,Low,Medium,Very Good,2,9,7,9
MS,M,18,Rural,GT3,T,Secondary,Middle,services,other,course,mother,1,10,1,0,0,0,0,1,0,1,0,Bad,Medium,Very Low,Low,Low,Very Good,0,4,0,0
MS,M,19,Urban,GT3,T,Secondary,Middle,at_home,services,course,mother,2,10,3,0,0,0,1,1,1,0,0,Neutral,Low,Very Low,Very Low,Very Low,Average,4,6,11,9
MS,M,18,Urban,GT3,T,Secondary,Secondary,at_home,at_home,course,mother,1,20,2,0,1,0,1,1,0,1,0,Good,High,Very High,Very Low,Medium,Average,9,4,8,8
MS,M,16,Rural,GT3,T,Middle,Middle,services,services,course,mother,2,10,0,0,1,0,1,1,1,1,1,Excellent,High,Medium,Low,High,Good,6,7,8,8
MS,M,19,Urban,GT3,T,Middle,Primary,at_home,other,course,other,2,10,3,0,0,0,1,0,0,1,1,Good,High,Medium,Very Low,Medium,Very Good,4,8,9,9
MS,F,16,Urban,GT3,A,Secondary,Middle,services,at_home,course,mother,2,20,2,0,1,0,1,1,1,0,1,Bad,Very High,Very High,Very Low,Very Low,Very Bad,8,5,5,7
MS,F,17,Urban,GT3,T,Primary,Primary,other,at_home,course,mother,1,10,0,0,1,0,1,1,1,0,0,Good,Medium,Low,Very Low,Low,Very Good,9,7,9,10
MS,M,20,Rural,GT3,T,Primary,Primary,other,other,course,other,2,10,1,0,1,0,0,1,0,1,1,Good,High,Medium,Low,High,Good,12,8,11,10
MS,F,18,Rural,GT3,A,Higher,Secondary,services,services,course,mother,1,10,0,0,1,0,0,1,1,1,0,Excellent,High,High,Medium,High,Bad,8,10,11,10
MS,M,18,Rural,GT3,T,Secondary,Middle,other,other,course,mother,2,10,0,0,1,0,0,0,1,1,0,Bad,Very High,Very High,Very High,Very High,Very Good,8,9,10,11
MS,M,19,Rural,GT3,T,Primary,Primary,other,services,home,other,3,20,1,0,0,0,0,1,1,1,0,Excellent,High,High,Medium,Medium,Bad,8,10,9,11
MS,M,17,Urban,GT3,T,Secondary,Secondary,health,other,course,mother,2,20,1,0,1,0,0,1,1,1,0,Good,Very High,High,Low,Medium,Average,4,8,9,10
MS,M,18,Urban,LE3,T,Primary,Secondary,at_home,services,course,mother,1,10,0,0,0,0,0,1,0,1,1,Good,Medium,Medium,Low,Medium,Average,0,9,10,9
MS,M,19,Rural,GT3,T,Primary,Primary,other,other,home,other,3,10,1,0,1,0,0,1,1,1,0,Good,High,High,Medium,Medium,Very Good,4,8,9,10
MS,F,18,Urban,GT3,A,Primary,Middle,at_home,other,course,mother,2,20,2,0,1,0,0,1,1,0,0,Good,Medium,Medium,Very Low,Very Low,Very Good,2,6,8,8
MS,F,19,Urban,LE3,A,Primary,Primary,at_home,other,course,mother,1,10,0,0,1,0,0,1,0,0,0,Very Bad,High,High,Very Low,Very Low,Very Good,0,6,8,7
MS,F,18,Rural,GT3,T,Middle,Middle,other,other,other,mother,2,10,1,0,0,0,0,1,0,1,1,Excellent,Very High,Very High,Very Low,Very Low,Average,0,8,6,0
MS,F,17,Rural,GT3,T,None,None,at_home,other,course,mother,2,10,0,0,1,0,0,1,1,1,0,Good,High,Medium,Very Low,Very Low,Very Good,0,10,11,11
MS,F,17,Rural,LE3,A,Secondary,Primary,other,at_home,course,other,2,30,0,0,1,1,0,1,0,0,0,Good,Low,Medium,Low,Low,Average,5,8,7,8
MS,F,17,Urban,GT3,T,Higher,Middle,teacher,services,home,mother,1,20,0,1,1,0,1,1,1,1,0,Excellent,Very High,Very High,Very Low,Medium,Very Good,0,8,8,0
MS,F,18,Rural,LE3,T,Middle,Middle,services,services,course,mother,1,20,1,0,1,0,1,1,1,1,0,Bad,Medium,Medium,Very Low,Low,Good,3,7,6,8
MS,F,17,Urban,GT3,T,Higher,Primary,health,at_home,course,mother,1,10,0,0,1,0,0,1,1,0,1,Neutral,Low,Low,Very Low,Very Low,Very Good,0,8,10,9
MS,F,17,Urban,LE3,T,Primary,Middle,at_home,other,course,father,1,10,0,0,0,0,0,1,1,1,0,Excellent,Very High,Very Low,Very Low,Very Low,Average,0,7,10,10
MS,F,18,Urban,GT3,T,Primary,Primary,other,other,course,mother,3,20,2,0,0,0,1,1,1,0,1,Neutral,High,High,Low,Low,Very Good,3,7,8,7
MS,F,18,Urban,GT3,T,Middle,Middle,services,at_home,reputation,father,2,20,0,0,0,0,1,0,1,1,0,Good,Medium,Very High,Very Low,Very Low,Very Bad,2,12,13,14
MS,F,17,Urban,GT3,T,Secondary,Secondary,services,services,course,mother,2,10,0,0,1,0,0,1,1,1,0,Good,High,Medium,Very Low,Very Low,Good,0,11,12,13
MS,F,18,Urban,LE3,A,Primary,Middle,at_home,other,reputation,mother,2,20,0,0,0,0,0,1,1,1,0,Good,High,Medium,Very Low,Low,Good,0,12,13,14
MS,F,18,Urban,GT3,T,Higher,Higher,teacher,teacher,reputation,mother,2,20,0,0,0,0,1,0,1,1,0,Good,Medium,Very High,Very Low,Low,Very Bad,0,18,18,18
MS,M,18,Urban,LE3,T,Higher,Higher,services,other,reputation,mother,1,10,0,0,1,0,1,1,1,1,0,Excellent,High,Very High,Very Low,Very Low,Very Good,3,17,17,17
MS,F,17,Urban,GT3,T,Higher,Middle,other,other,course,mother,2,20,0,0,1,0,0,1,1,1,0,Good,Medium,Medium,Very Low,Low,Good,0,17,18,18
MS,F,18,Rural,GT3,T,Middle,Middle,at_home,other,course,mother,3,20,1,0,0,0,1,1,1,0,1,Good,Medium,Medium,Very Low,Very Low,Good,0,9,0,0
MS,M,18,Urban,LE3,T,Primary,Middle,at_home,services,home,mother,2,10,0,0,1,0,0,0,1,0,0,Good,Very Low,High,Very High,Very High,Very Bad,8,10,11,11
MS,M,18,Rural,GT3,T,Higher,Higher,at_home,services,other,mother,3,10,0,0,1,1,1,1,1,1,1,Bad,Very High,Very High,Very Low,Very Low,Very Bad,5,12,13,14
MS,M,17,Rural,GT3,T,Primary,Primary,other,services,other,father,3,10,0,0,0,0,0,0,0,0,0,Good,Low,Medium,Medium,High,Good,4,12,13,14
MS,F,18,Urban,GT3,T,Middle,Middle,other,other,course,mother,2,20,0,0,1,0,0,0,1,1,1,Very Bad,Medium,Very Low,Very Low,Very Low,Bad,4,8,8,10
MS,F,18,Urban,LE3,T,Middle,Middle,services,services,course,father,2,30,0,0,0,0,0,1,1,1,1,Excellent,High,Very High,Very Low,High,Average,0,11,12,13
MS,F,18,Rural,LE3,A,Higher,Middle,teacher,other,reputation,mother,1,20,0,0,0,0,1,1,1,1,1,Excellent,Medium,Very Low,Very Low,Very Low,Very Good,0,5,0,0
MS,F,18,Urban,GT3,T,Primary,Primary,at_home,services,course,mother,3,20,1,0,0,0,0,1,0,0,0,Good,High,Low,Very Low,Low,Bad,2,9,10,10
MS,F,19,Urban,GT3,T,Primary,Primary,at_home,services,other,father,2,10,1,0,0,0,0,1,0,0,0,Excellent,Very High,Very High,Low,Medium,Bad,0,5,0,0
MS,F,17,Urban,GT3,T,Higher,Middle,teacher,other,course,father,2,40,0,0,0,0,0,1,1,1,1,Good,Low,Medium,Medium,Very Low,Very Good,0,18,18,18
MS,F,17,Rural,LE3,A,Middle,Primary,services,other,reputation,mother,2,20,0,0,0,0,1,1,1,1,1,Excellent,Medium,Medium,Very Low,Low,Bad,5,11,11,12
MS,F,18,Urban,LE3,A,Primary,Primary,at_home,services,course,mother,1,20,0,0,0,0,0,1,1,0,1,Excellent,Low,Medium,Very Low,Low,Average,2,8,10,11
MS,F,18,Urban,GT3,T,Primary,Middle,at_home,at_home,course,father,2,20,0,0,1,0,0,1,0,0,0,Good,Very Low,Very Low,Very Low,Very Low,Good,0,11,11,12
MS,F,19,Rural,GT3,A,Primary,Primary,at_home,at_home,course,other,2,20,3,0,1,0,1,1,0,0,1,Neutral,Very High,High,Very Low,High,Very Bad,0,8,0,0
MS,F,18,Rural,GT3,T,Middle,Middle,services,other,home,mother,2,30,0,0,0,0,0,1,1,1,1,Good,Low,Very Low,Very Low,Very Low,Good,5,14,14,15
MS,M,17,Rural,GT3,T,Higher,Secondary,services,other,home,mother,2,20,1,0,1,1,1,0,1,1,1,Good,Very High,Very High,Very Low,Medium,Bad,4,10,11,11
MS,F,18,Urban,GT3,T,Secondary,Secondary,services,services,course,father,1,20,0,0,1,0,0,1,1,0,1,Excellent,Medium,High,Very Low,Very Low,Very Good,0,10,10,10
MS,F,17,Rural,GT3,T,Higher,Higher,teacher,services,other,father,2,20,0,0,1,1,1,1,1,1,0,Good,Medium,Medium,Very Low,Low,Very Good,2,12,12,12
MS,F,17,Urban,LE3,A,Secondary,Middle,services,other,reputation,mother,2,20,0,0,0,0,0,1,1,0,1,Very Bad,Low,Medium,Very Low,Low,Very Good,0,15,14,15
MS,M,18,Urban,LE3,T,Primary,Primary,other,services,home,father,2,10,0,0,0,0,0,0,1,1,1,Neutral,Medium,Low,Very Low,Low,Average,2,14,13,14
MS,F,18,Urban,LE3,T,Primary,Primary,at_home,services,course,father,2,30,0,0,0,0,0,1,1,1,0,Excellent,Medium,Low,Very Low,Very Low,Good,0,19,17,18
MS,F,18,Rural,LE3,A,Primary,Middle,at_home,other,course,mother,3,20,0,0,0,0,0,1,1,0,1,Good,Medium,High,Very Low,High,Very Good,0,16,15,15
MS,F,18,Urban,GT3,T,Secondary,Secondary,services,services,other,mother,2,20,0,0,1,0,0,1,1,1,1,Good,Medium,Low,Very Low,Medium,Average,6,13,12,13
MS,F,17,Urban,LE3,T,Higher,Higher,at_home,at_home,course,mother,1,20,0,0,1,0,1,1,1,1,1,Bad,Medium,High,Very Low,Very Low,Very Bad,4,15,14,15
